"门店名称","门店编号","开业时间","销售总额"
上海华沁家园店,"80011067",2024-08-09 00:00:00.000,95601.28
重庆融景城店,"80016260",2020-06-03 00:00:00.000,95575.4
上海吴泾店,"80010505",2017-07-30 00:00:00.000,95541.95
南通通富佳苑店,"80044179",2018-11-06 00:00:00.000,95541.3
上海耀华店,"80010976",2023-02-25 00:00:00.000,95497.82
武汉魅力城店,"80018123",2017-04-27 00:00:00.000,95489.98
武汉随州街店,"80018271",2020-08-24 00:00:00.000,95465.88
合肥橡树湾店,"80020113",2017-01-01 00:00:00.000,95429.71
苏州汉昆店,"80010668",2019-04-02 00:00:00.000,95374.49
宿迁恒佳花苑店,"80054213",2019-07-12 00:00:00.000,95339.96
成都上东店,"80014126",2017-01-01 00:00:00.000,95338.83
上海牌楼西店,"80010478",2017-05-28 00:00:00.000,95329.54
济南齐州店,"80022089",2017-01-01 00:00:00.000,95261.29
襄阳恒大名都店,"80070804",2019-03-22 00:00:00.000,95227.86
上海阳城店,"80010418",2017-01-01 00:00:00.000,95221.33
宜兴东山店,"80048507",2019-07-26 00:00:00.000,95211.03
成都政通店,"80014398",2024-04-24 00:00:00.000,95185.76
南京殷巷苏果店,"80012396",2020-06-19 00:00:00.000,95181.49
上海月台店,"80010974",2023-02-18 00:00:00.000,95164.19
黄冈麻城翰林城店,"80072545",2024-05-25 00:00:00.000,95112.34
济南西沙店,"80022187",2019-08-24 00:00:00.000,95087.61
徐州黄山垄店,"80046008",2017-01-01 00:00:00.000,94988.86
上海春海店,"80011007",2023-07-30 00:00:00.000,94949.75
襄阳常春店,"80070802",2019-03-16 00:00:00.000,94928.27
杭州石塘东路店,"80024758",2022-11-07 00:00:00.000,94894.79
重庆嘉茵苑店,"80016199",2018-07-19 00:00:00.000,94811.86
济南棋盘店,"80022045",2017-01-01 00:00:00.000,94758.98
上海西乡店,"80010046",2017-01-01 00:00:00.000,94752.69
南京仙林湖店,"80012260",2017-01-01 00:00:00.000,94721.29
无锡稻香店,"80048016",2017-12-27 00:00:00.000,94716.62
广州逸景店,"80028006",2017-01-01 00:00:00.000,94715.3
苏州蝶湖店,"80024159",2018-03-29 00:00:00.000,94684.89
苏州新镇店,"80024113",2017-01-01 00:00:00.000,94638.96
南昌红谷滩万象城店,"80081219",2024-04-23 00:00:00.000,94572.8
上海铁峰店,"80010688",2019-05-07 00:00:00.000,94518.25
武汉怡华逸天地店,"80018342",2021-10-03 00:00:00.000,94482.12
武汉广电兰亭店,"80018415",2023-04-22 00:00:00.000,94481.9
芜湖中山南路店,"80042091",2017-01-01 00:00:00.000,94469.96
合肥信达天御店,"80020560",2023-04-18 00:00:00.000,94393.21
徐州黄河店,"80046026",2017-01-01 00:00:00.000,94377.84
重庆民主店,"80016133",2017-01-01 00:00:00.000,94371.8
苏州聚元店,"80024220",2020-07-16 00:00:00.000,94359.57
合肥金色池塘店,"80020282",2020-07-06 00:00:00.000,94308.61
南京六合王桥路店,"80012512",2022-06-20 00:00:00.000,94253.99
武汉学雅店,"80018076",2017-01-19 00:00:00.000,94212.3
上海中山东店,"80010307",2017-01-01 00:00:00.000,94182.22
广州员村店,"80028088",2020-11-20 00:00:00.000,94181.36
常州绿地世纪城店,"80048179",2024-07-16 00:00:00.000,94171.75
苏州昆山杨树店,"80024228",2020-10-24 00:00:00.000,94168.05
南京江宁瑞文路店,"80012518",2022-08-12 00:00:00.000,94124.86
重庆越昕晖店,"80016382",2023-04-18 00:00:00.000,94112.06
北京左家庄外卖专营店,"80037665",2024-07-23 00:00:00.000,94086.9
泰州绿地店,"80044203",2019-12-19 00:00:00.000,94081.75
杭州枫香路店,"80024612",2020-03-05 00:00:00.000,94043.5
芜湖四褐山店,"80042101",2017-01-01 00:00:00.000,93924.61
南京建邺南湖东路店,"80012567",2023-03-16 00:00:00.000,93863.21
成都黄忠店,"80014008",2017-01-01 00:00:00.000,93832.21
苏州水坊店,"80024231",2020-12-20 00:00:00.000,93826.15
深圳领航城店,"80050071",2018-05-11 00:00:00.000,93778.66
南京太平北路店,"80012154",2017-01-01 00:00:00.000,93702.5
成都蜀明店,"80014377",2023-07-21 00:00:00.000,93686.67
上海裕安店,"80010842",2021-05-15 00:00:00.000,93653.12
南京江宁东郊小镇店,"80012546",2022-08-22 00:00:00.000,93637.94
南京花港新店,"80012346",2018-10-04 00:00:00.000,93630.7
西安万科城店,"80032087",2018-06-15 00:00:00.000,93616.34
金华义乌廿三里店,"80068255",2024-07-26 00:00:00.000,93546.34
蚌埠张公山店,"80049008",2017-01-01 00:00:00.000,93523.49
北京彰化路店,"80037625",2023-11-21 00:00:00.000,93490.13
深圳田贝二路店,"80050151",2022-09-02 00:00:00.000,93451.77
南通中海碧林湾店,"80044299",2022-03-09 00:00:00.000,93329.09
重庆香榭里店,"80016437",2024-06-28 00:00:00.000,93302.86
成都朝阳店,"80014066",2017-01-01 00:00:00.000,93288.16
南通中汇文峰店,"80044261",2021-06-09 00:00:00.000,93180.22
南京天地花园店,"80012119",2017-01-01 00:00:00.000,93163.58
武汉丰华苑店,"80018521",2022-09-20 00:00:00.000,93150.57
苏州方湾店,"80024016",2017-01-01 00:00:00.000,93137.08
南通金和家园店,"80044279",2021-10-15 00:00:00.000,93044.38
上海陈镇店,"80010321",2017-01-01 00:00:00.000,93018.53
苏州北桥店,"80024239",2021-04-24 00:00:00.000,92992.06
成都莲桂路店,"80014328",2022-01-20 00:00:00.000,92983.29
宿迁泗阳上海路菜场店,"80054230",2021-03-20 00:00:00.000,92931.66
南通城南二店,"80044358",2023-07-18 00:00:00.000,92868.43
淮安福州路农贸市场店,"80056079",2021-11-10 00:00:00.000,92845.18
无锡上马墩店,"80048034",2017-12-27 00:00:00.000,92826.89
随州广水市东大街店,"80071301",2021-01-16 00:00:00.000,92809.92
天津同发里店,"80036096",2017-03-22 00:00:00.000,92792.74
马鞍山团结路店,"80042006",2017-01-01 00:00:00.000,92767.89
上海高跃店,"80010298",2017-01-01 00:00:00.000,92743
重庆龙寿店,"80016093",2017-01-01 00:00:00.000,92739.4
南昌丁公店,"80052063",2017-01-01 00:00:00.000,92733.24
无锡江阴八佰伴南门店,"80081230",2024-05-24 00:00:00.000,92730.31
连云港九龙菜场店,"80056071",2021-07-14 00:00:00.000,92708.73
合肥义兴集店,"80020064",2017-01-01 00:00:00.000,92681.4
上海华坪店,"80010311",2017-01-01 00:00:00.000,92659.76
上海荣乐店,"80010138",2017-01-01 00:00:00.000,92639.09
南通北大街店,"80044276",2021-08-18 00:00:00.000,92591.78
马鞍山南营中路,"80042045",2019-03-16 00:00:00.000,92560.34
江阴贯庄明贤路店,"80056615",2021-06-10 00:00:00.000,92518.99
张家港梁丰店,"80048211",2019-03-15 00:00:00.000,92477.12
重庆水晶郦城店,"80016221",2019-04-06 00:00:00.000,92441.71
天津双青家园店,"80036199",2022-04-27 00:00:00.000,92430.83
广州骏景花园店,"80028053",2017-01-01 00:00:00.000,92355.02
孝感赛达康城店,"80070630",2024-03-30 00:00:00.000,92342.87
武汉丁字桥店,"80018010",2017-01-01 00:00:00.000,92337.69
武汉中建康城店,"80018446",2024-03-25 00:00:00.000,92299.4
上海丹霞山店,"80010919",2022-08-13 00:00:00.000,92253.85
南昌沈桥店,"80052113",2021-03-20 00:00:00.000,92235.94
济南滨河左岸店,"80022196",2020-01-01 00:00:00.000,92232.7
上海海鹏店,"80011000",2023-06-13 00:00:00.000,92206.29
上海永靖店,"80010678",2019-04-12 00:00:00.000,92151.8
达州莲湖广场店,"80075458",2021-11-06 00:00:00.000,92146.76
义乌新光汇店,"80081225",2024-05-14 00:00:00.000,92109.71
常州潞城店,"80048174",2024-04-28 00:00:00.000,91924.11
合肥红玺台店,"80020268",2020-05-13 00:00:00.000,91919.72
江阴城中店,"80056603",2019-08-24 00:00:00.000,91917.22
无锡鸿山店,"80048068",2019-05-02 00:00:00.000,91910.65
上海兰科店,"80011051",2024-05-27 00:00:00.000,91874.01
合肥蜀西公馆店,"80020114",2017-05-03 00:00:00.000,91854.53
仙桃德政园店,"80071005",2020-09-20 00:00:00.000,91852.56
济南阳光100店,"80022048",2017-01-01 00:00:00.000,91852.45
合肥翰林府邸店,"80020504",2021-04-28 00:00:00.000,91839.98
合肥聚福家园店,"80020022",2017-01-01 00:00:00.000,91833.74
济南御山首府店,"80022304",2023-10-27 00:00:00.000,91792.81
上海彩云店,"80010607",2018-06-30 00:00:00.000,91727.47
武汉才茂街店,"80018287",2020-09-30 00:00:00.000,91701.7
南京长虹苏果店,"80012412",2020-08-18 00:00:00.000,91695.1
马鞍山绿洲花园店,"80042031",2017-03-15 00:00:00.000,91672.38
连云港赣榆文化路店,"80056031",2019-05-23 00:00:00.000,91670.63
鄂州澜庭国际店,"80071401",2021-02-19 00:00:00.000,91636.98
北京建材城西路店,"80037409",2018-06-02 00:00:00.000,91622.87
武汉环城店,"80018122",2017-01-01 00:00:00.000,91612.13
杭州育才店,"80024522",2017-01-01 00:00:00.000,91580.68
合肥华凌店,"80020241",2020-04-27 00:00:00.000,91509.66
广州越秀越秀南路店,"80028117",2023-12-22 00:00:00.000,91494
重庆巴南万达,"80016220",2019-03-22 00:00:00.000,91469.95
连云港颐和家园店,"80056097",2022-07-06 00:00:00.000,91422.21
淮安盱眙大桐农贸市场店,"80056095",2022-06-17 00:00:00.000,91382.08
上海中江店,"80011003",2023-06-18 00:00:00.000,91300.97
徐州市逸境店,"80046067",2017-05-05 00:00:00.000,91288.81
青岛胶州澳门店,"80031045",2019-05-20 00:00:00.000,91249.41
上海晨晖店,"80010765",2020-03-26 00:00:00.000,91241.74
武汉赛洛城店,"80018316",2021-06-11 00:00:00.000,91236.62
重庆和泰家园店,"80016393",2023-07-18 00:00:00.000,91174.32
南京雨花岱山北路店,"80012506",2022-05-28 00:00:00.000,91154.71
青白江嘉和瑞景店,"80014350",2022-05-25 00:00:00.000,91122.47
苏州马浜店,"80024098",2017-01-01 00:00:00.000,91122.43
合肥城中路店,"80020572",2023-11-16 00:00:00.000,91097.97
深圳慢城店,"80050036",2017-01-01 00:00:00.000,91077.1
上海夏宁店,"80010965",2022-11-12 00:00:00.000,91066.16
大连小平岛店,"80056501",2022-04-15 00:00:00.000,90960.06
上海昆港店,"80010615",2018-07-20 00:00:00.000,90958.64
合肥西望江店,"80020606",2018-11-22 00:00:00.000,90917.76
长沙书院南路店,"80040022",2017-01-01 00:00:00.000,90908.2
镇江黄墟店,"80045008",2017-01-01 00:00:00.000,90908.1
合肥西联家店,"80020604",2018-11-22 00:00:00.000,90820.87
青岛城阳合众民生店,"80031041",2019-04-19 00:00:00.000,90775.1
重庆西双大道,"80016217",2019-03-15 00:00:00.000,90756.75
苏州阳山店,"80024283",2022-07-23 00:00:00.000,90745.02
武汉光谷一路店,"80018178",2018-05-22 00:00:00.000,90702.14
上海上南2店,"80010559",2017-12-25 00:00:00.000,90698.78
济南舜华店,"80022081",2017-01-01 00:00:00.000,90654.48
合肥西鸿徽苑店,"80020608",2018-11-22 00:00:00.000,90649.4
青岛达翁店,"80031001",2018-03-28 00:00:00.000,90624.47
南昌麻丘店,"80052142",2022-04-20 00:00:00.000,90623.25
南京六合龙城路店,"80012511",2022-05-15 00:00:00.000,90590.47
扬州石塔店,"80045045",2018-07-16 00:00:00.000,90577.34
长寿金科店,"80016016",2017-01-10 00:00:00.000,90571.96
蚌埠财院店,"80049013",2017-01-01 00:00:00.000,90522.19
成都洗面店,"80014095",2017-01-01 00:00:00.000,90493.87
广州荔湾美荔汇店,"80028107",2023-06-22 00:00:00.000,90492.4
鄂州市葛店站前社区店,"80071417",2024-04-26 00:00:00.000,90487.15
苏州昆山博奥店,"80024262",2022-03-19 00:00:00.000,90455.6
南京至善路店,"80012422",2021-01-15 00:00:00.000,90432.74
武汉金龙路店,"80018071",2017-01-01 00:00:00.000,90417.47
南京单家村街店,"80012475",2022-03-07 00:00:00.000,90337.57
武汉康达街店,"80018176",2018-05-01 00:00:00.000,90324.41
武汉武东中路店,"80018434",2023-08-17 00:00:00.000,90225.74
上海永寿店,"80010981",2023-03-13 00:00:00.000,90193.9
南京栖霞玉尚路店,"80012483",2022-05-31 00:00:00.000,90139.38
北京天秀路店,"80037592",2023-03-27 00:00:00.000,90137.9
南通段家坝店,"80044188",2019-05-24 00:00:00.000,90132.83
太原西流店,"80076001",2019-04-11 00:00:00.000,90120.76
武汉当代国际店,"80018368",2022-06-26 00:00:00.000,90117.88
济南师范店,"80022004",2017-01-01 00:00:00.000,90117.09
南通金西店,"80044184",2019-03-08 00:00:00.000,90106.29
苏州昆山江浦店,"80024289",2022-09-02 00:00:00.000,90103.01
南京雨花富力尚悦居店,"80012574",2023-11-11 00:00:00.000,90086.66
天津金地店,"80036037",2017-01-01 00:00:00.000,90066.88
南昌绿茵店,"80052083",2018-05-05 00:00:00.000,90053.59
无锡东港万花城店,"80081260",2024-07-11 00:00:00.000,90022.17
上海虹梅二店,"80010672",2019-03-29 00:00:00.000,89987.17
杭州超峰路店,"80024723",2022-03-11 00:00:00.000,89938.4
张家港菜场店,"80048202",2017-12-27 00:00:00.000,89934.76
合肥御景城店,"80020300",2021-03-29 00:00:00.000,89930.14
武汉鑫海花城店,"80018243",2020-05-29 00:00:00.000,89928.38
杭州文一西路店,"80024726",2022-03-10 00:00:00.000,89926.21
南昌深浓店,"80052008",2017-01-01 00:00:00.000,89920.66
南京玄武锁金南路店,"80012531",2022-06-14 00:00:00.000,89915.19
徐州大坝店,"80046018",2017-01-01 00:00:00.000,89885.45
盐城苏中店,"80010445",2017-01-01 00:00:00.000,89872.53
咸宁雍景新城店,"80070006",2019-05-01 00:00:00.000,89825.62
上海茸惠店,"80010621",2018-07-31 00:00:00.000,89801.07
苏州初恋店,"80024002",2017-01-01 00:00:00.000,89761.86
景德镇豪德店,"80059411",2020-04-30 00:00:00.000,89719.11
南京文博路店,"80012418",2021-06-02 00:00:00.000,89695.32
济南窑头店,"80022064",2017-01-01 00:00:00.000,89623.57
杭州晨光国际店,"80024638",2020-06-30 00:00:00.000,89603.92
上海航头店,"80010897",2022-08-05 00:00:00.000,89600.26
襄阳东风店,"80070811",2019-08-02 00:00:00.000,89585.07
无锡时代上城店,"80048324",2023-09-08 00:00:00.000,89577.1
重庆元佳店,"80016075",2017-01-01 00:00:00.000,89556.56
南昌人民店,"80052068",2017-01-01 00:00:00.000,89530.79
合肥当涂店,"80020101",2017-01-01 00:00:00.000,89529.51
常州溧阳盛世华城店,"80048126",2019-07-12 00:00:00.000,89521.09
常州水晶城店,"80048161",2023-03-30 00:00:00.000,89521.03
咸宁大楚城店,"80070001",2018-04-20 00:00:00.000,89501.42
苏州吴江汾湖店,"80024233",2021-02-26 00:00:00.000,89488.14
苏州香山花园店,"80024244",2021-09-25 00:00:00.000,89469.15
合肥禹洲天玺店,"80020256",2020-03-22 00:00:00.000,89420.63
无锡方庙店,"80048084",2020-07-19 00:00:00.000,89377.89
张家港赵庄大厦店,"80048213",2019-10-01 00:00:00.000,89361.36
无锡沁扬店,"80048010",2017-12-27 00:00:00.000,89328.17
济南翡翠山语店,"80022310",2024-03-30 00:00:00.000,89255.4
徐州二环店,"80046023",2017-01-01 00:00:00.000,89202.64
南京陶吴狮山路店,"80012458",2022-01-15 00:00:00.000,89198.79
无锡五星店,"80048002",2017-12-27 00:00:00.000,89186.64
上海中潭店,"80010743",2019-11-29 00:00:00.000,89168.72
合肥海德公馆店,"80020582",2024-08-14 00:00:00.000,89150.22
上海新德店,"80010183",2017-01-01 00:00:00.000,89127.93
苏州天成花园店,"80024362",2024-07-23 00:00:00.000,89108.66
上海建中店,"80010184",2017-01-01 00:00:00.000,89061.26
成都金福店,"80014190",2019-04-14 00:00:00.000,89045.17
济南绿地城店,"80022160",2018-10-18 00:00:00.000,89033.76
苏州娄门店,"80024024",2017-01-01 00:00:00.000,88872.26
上海南环店,"80010447",2017-01-01 00:00:00.000,88838.22
镇江沃德店,"80045013",2017-01-01 00:00:00.000,88799.92
南通先锋二店,"80044359",2023-08-23 00:00:00.000,88771.61
武汉楚善店,"80018026",2017-01-01 00:00:00.000,88763.27
镇江辛易店,"80045007",2017-01-01 00:00:00.000,88748.38
天津中心北路店,"80036192",2022-01-07 00:00:00.000,88717.24
扬州邗江新盛路店,"80045075",2022-10-31 00:00:00.000,88708.52
淮安鼎力菜场店,"80056019",2019-03-07 00:00:00.000,88696.09
商丘睢阳万达店,"80081257",2024-07-11 00:00:00.000,88664.88
盐城西城菜场店,"80044824",2019-05-07 00:00:00.000,88640.43
武汉华腾园店,"80018453",2024-04-24 00:00:00.000,88613.29
福州王庄店,"80074221",2021-07-15 00:00:00.000,88589.51
南通紫郡店,"80044156",2018-05-11 00:00:00.000,88568.99
泰州姜堰北园店,"80044092",2017-01-01 00:00:00.000,88547.54
武汉邾城街店,"80018360",2022-03-30 00:00:00.000,88545.31
六安龙湖店,"80020303",2017-01-01 00:00:00.000,88502.57
合肥创想城店,"80020295",2024-05-21 00:00:00.000,88486.25
杭州横一路店,"80024600",2019-09-21 00:00:00.000,88380.21
合肥润园店,"80020293",2023-09-18 00:00:00.000,88352.15
杭州和睦路店,"80024503",2017-03-31 00:00:00.000,88303.22
马鞍山东营北路店,"80042065",2021-11-06 00:00:00.000,88256.17
扬州江都乐和路店,"80045308",2021-05-28 00:00:00.000,88238.37
上海茶亭店,"80011058",2024-07-10 00:00:00.000,88214.42
连云港巨龙南路店,"80056004",2018-06-28 00:00:00.000,88204.36
合肥融科城店,"80020512",2021-08-18 00:00:00.000,88165.52
济南河王庄店,"80022114",2017-01-01 00:00:00.000,88066.32
武汉才盛店,"80018120",2017-01-01 00:00:00.000,88036.89
芜湖银湖路店,"80042088",2017-01-01 00:00:00.000,88036.79
内江大千路店,"80075808",2021-06-20 00:00:00.000,88033.03
徐州惠民店,"80046562",2024-07-19 00:00:00.000,88020.25
重庆大坪店,"80016050",2017-01-01 00:00:00.000,87987.17
北京中关村南路店,"80036210",2018-02-08 00:00:00.000,87973.16
苏州新湖广场店,"80081232",2024-05-24 00:00:00.000,87951.36
重庆香港城店,"80016008",2017-01-01 00:00:00.000,87927.06
武汉百花一路店,"80018450",2024-04-04 00:00:00.000,87917.69
合肥悠然居,"80020574",2024-04-05 00:00:00.000,87910.51
武汉佳兴园店,"80018166",2018-03-16 00:00:00.000,87892.99
扬州司徒庙路店,"80045057",2022-04-22 00:00:00.000,87883.13
南通海门三和店,"80044122",2017-06-13 00:00:00.000,87867.53
合肥荣城花园店,"80020542",2022-04-06 00:00:00.000,87852.02
苏州太阳城店,"80024277",2022-06-30 00:00:00.000,87796.73
淄博稷下店,"80051018",2017-01-01 00:00:00.000,87793.58
南通长龙店,"80044131",2017-09-22 00:00:00.000,87763.59
济南王官庄店,"80022010",2017-01-01 00:00:00.000,87737.92
上海闵行龙湖天街店,"80081151",2023-12-31 00:00:00.000,87697.54
淮安城东菜场店,"80056057",2020-09-09 00:00:00.000,87681.71
上海雪松店,"80010487",2017-05-18 00:00:00.000,87677.73
鄂州吴都阳光店,"80071405",2021-07-09 00:00:00.000,87676.36
上海淮海店,"80010970",2023-01-10 00:00:00.000,87674.56
苏州常熟兴隆店,"80024333",2023-07-16 00:00:00.000,87667.79
上海东平店,"80010692",2019-05-06 00:00:00.000,87643.04
淮安新区花园店,"80056083",2021-12-22 00:00:00.000,87615.65
成都落虹桥店,"80014226",2019-10-21 00:00:00.000,87418.73
杭州万美商务中心店,"80024711",2021-12-03 00:00:00.000,87400.78
上海宝翔店,"80010421",2017-01-01 00:00:00.000,87373.25
三明泰宁和平店,"80067501",2021-02-08 00:00:00.000,87372.42
南通盛唐公寓店,"80044253",2021-03-03 00:00:00.000,87365.71
盐城崔湾农贸市场店,"80044862",2021-09-26 00:00:00.000,87355.32
济南三盛国际店,"80022208",2020-06-09 00:00:00.000,87304.3
重庆南山店,"80016023",2017-01-01 00:00:00.000,87286.39
重庆黄沙溪店,"80016147",2017-01-01 00:00:00.000,87275.67
重庆重大店,"80016030",2017-01-01 00:00:00.000,87272.18
重庆悦山路店,"80016318",2021-06-30 00:00:00.000,87263.39
成都英伦店,"80014324",2021-11-25 00:00:00.000,87171.73
盐城射阳东园店,"80044821",2019-04-06 00:00:00.000,87170.64
苏州红峰店,"80024020",2017-01-01 00:00:00.000,87155.21
合肥南陵店,"80020051",2017-01-01 00:00:00.000,87026.84
徐州人才家园店,"80046071",2017-09-25 00:00:00.000,86998
淮安江淮印象店,"80056046",2020-06-19 00:00:00.000,86952.78
济南宝岛店,"80022018",2017-01-01 00:00:00.000,86901.53
上海平阳店,"80010082",2017-01-01 00:00:00.000,86869.8
上海龙胜店,"80010641",2018-10-12 00:00:00.000,86868.44
杭州溪东路店,"80024668",2020-12-17 00:00:00.000,86853.41
合肥幸福家园店,"80020118",2018-04-06 00:00:00.000,86771.98
南京健民路店,"80012348",2019-03-01 00:00:00.000,86744.57
苏州青苑店,"80024251",2021-11-20 00:00:00.000,86731.79
合肥西舒城店,"80020605",2018-11-22 00:00:00.000,86697.57
苏州彩香店,"80024173",2018-06-14 00:00:00.000,86593.15
南京秦淮后标营路店,"80012570",2023-09-17 00:00:00.000,86541.93
苏州相城天虹店,"80024323",2020-01-01 00:00:00.000,86541.29
成都星河店,"80014298",2021-05-13 00:00:00.000,86535.18
宣城清溪店,"80056826",2022-09-19 00:00:00.000,86528.26
武汉沈阳店,"80018095",2017-07-15 00:00:00.000,86522.44
泰州凤凰曦城店,"80044259",2021-04-14 00:00:00.000,86497.21
南通车城店,"80044252",2021-03-03 00:00:00.000,86493.54
济南青后店,"80022046",2017-01-01 00:00:00.000,86467.71
南京江北侨康路店,"80012496",2022-06-29 00:00:00.000,86462.23
南京高淳双牌石店,"80012575",2024-05-15 00:00:00.000,86383.03
马鞍山环峰店,"80042047",2019-09-06 00:00:00.000,86349.56
宁波张斌桥店,"80068002",2018-05-21 00:00:00.000,86345.07
南通学田店,"80044018",2017-01-01 00:00:00.000,86323.08
济南万象新天店,"80022136",2018-03-09 00:00:00.000,86241.86
上海龙飞店,"80011061",2024-07-10 00:00:00.000,86219.78
南京景明佳园店,"80012235",2017-01-01 00:00:00.000,86186.36
成都王贾店,"80014331",2022-03-03 00:00:00.000,86157.07
武汉张家湾店,"80018101",2017-01-01 00:00:00.000,86135.27
济南龙奥店,"80022068",2017-01-01 00:00:00.000,86111.05
宁波北余姚五彩城店,"80068647",2024-06-15 00:00:00.000,86092.8
重庆金色悦城店,"80016308",2021-05-13 00:00:00.000,86092.48
南通栟茶店,"80044272",2021-07-21 00:00:00.000,86091.22
合肥邻里中心店,"80020156",2023-05-15 00:00:00.000,85969.48
上海古龙店,"80010178",2017-01-01 00:00:00.000,85959.74
南昌金沙店,"80052129",2021-10-22 00:00:00.000,85954.36
重庆小龙坎店,"80016028",2017-01-01 00:00:00.000,85925.49
上海乐家店,"80010468",2017-03-10 00:00:00.000,85919.11
上海慈竹2店,"80010771",2020-05-12 00:00:00.000,85918.25
镇江丹阳城南店,"80045085",2019-03-31 00:00:00.000,85916.49
成都菁蓉店,"80014385",2023-09-12 00:00:00.000,85912.1
常州薛家店,"80048159",2023-01-18 00:00:00.000,85895.52
重庆天街店,"80016070",2017-01-01 00:00:00.000,85866.72
上海龙华2店,"80010675",2019-05-03 00:00:00.000,85861.34
杭州建塘路店,"80024567",2019-04-20 00:00:00.000,85850.87
兴化长安路店,"80044262",2021-05-26 00:00:00.000,85787.28
马鞍山矿山路店,"80042013",2017-01-01 00:00:00.000,85762.59
南京白水芊城店,"80012209",2017-01-01 00:00:00.000,85743.03
济南刘家场店,"80022002",2017-01-01 00:00:00.000,85741.02
无锡仙蠡家园店,"80048074",2019-10-10 00:00:00.000,85726.5
上海虬泾店,"80010973",2023-02-21 00:00:00.000,85721.69
苏州昆山天逸店,"80024334",2023-07-12 00:00:00.000,85713.14
成都西城店,"80014141",2017-07-15 00:00:00.000,85667.08
南昌南京店,"80052049",2017-01-01 00:00:00.000,85663.89
鄂州葛店中百店,"80071409",2022-07-30 00:00:00.000,85647.9
黄冈蕲春眼镜哥超市店,"80072526",2022-05-27 00:00:00.000,85631.77
武汉江盛路店,"80018433",2023-08-14 00:00:00.000,85620.85
西安樱花店,"80032025",2017-01-01 00:00:00.000,85610.65
南昌昌南店,"80052070",2017-01-01 00:00:00.000,85603.24
嘉兴大其里店,"80069039",2023-05-19 00:00:00.000,85561.57
南京秦淮岗虹苑店,"80012503",2022-06-15 00:00:00.000,85561.12
南昌三店店,"80052019",2017-01-01 00:00:00.000,85545.31
扬州仪征解放东路店,"80045312",2022-03-31 00:00:00.000,85532.34
马鞍山艳阳路店,"80042039",2018-06-14 00:00:00.000,85514.66
青岛兴隆店,"80031016",2018-07-11 00:00:00.000,85488.48
南通长沙店,"80044295",2022-03-23 00:00:00.000,85463.75
杭州衢江店,"80024529",2017-01-01 00:00:00.000,85443.26
南昌京安店,"80052167",2023-04-12 00:00:00.000,85432.86
青岛峨眉山店,"80031042",2019-04-23 00:00:00.000,85418.46
无锡天鹅湖店,"80048086",2020-08-21 00:00:00.000,85412.29
南昌悦城店,"80052146",2022-06-11 00:00:00.000,85403.8
武汉百步亭花园店,"80018527",2024-04-27 00:00:00.000,85392.98
上海普育东店,"80010985",2023-04-04 00:00:00.000,85368.41
苏州朗沁店,"80024354",2024-04-25 00:00:00.000,85361.35
嘉兴万家店,"80069002",2019-03-22 00:00:00.000,85329.76
上海香亭店,"80010671",2019-04-04 00:00:00.000,85322.95
天津增产道店,"80036003",2017-01-01 00:00:00.000,85314.95
宁波北北仑春晓店,"80068059",2024-06-27 00:00:00.000,85222.54
广州番禺大山市场店,"80028118",2023-12-25 00:00:00.000,85203.4
合肥昊天园店,"80020155",2021-08-13 00:00:00.000,85190.67
武汉长丰路店,"80018056",2017-01-01 00:00:00.000,85167
重庆竹园店,"80016053",2017-01-01 00:00:00.000,85107.59
内江梧桐路店,"80075801",2021-05-26 00:00:00.000,85102.1
苏州藕渠店,"80024309",2017-01-01 00:00:00.000,85071.72
武汉枫树店,"80018240",2020-05-26 00:00:00.000,85034.45
孝感天仙路福星城店,"80070617",2020-04-30 00:00:00.000,85030.08
北京万泉庄店,"80037586",2023-02-27 00:00:00.000,85010.32
重庆财信店,"80016193",2018-04-27 00:00:00.000,85000.58
成都天久店,"80014255",2020-06-04 00:00:00.000,84996.03
苏州印象店,"80024101",2017-01-01 00:00:00.000,84994.93
苏州东塘店,"80024011",2017-01-01 00:00:00.000,84984.79
上海芝川店,"80010719",2019-07-04 00:00:00.000,84964.03
上海罗秀店,"80010227",2017-01-01 00:00:00.000,84957.71
武汉万科唐樾店,"80018098",2017-01-01 00:00:00.000,84932.14
无锡经贸路店,"80048081",2020-06-19 00:00:00.000,84929.98
武汉付家坡店,"80018027",2017-01-01 00:00:00.000,84894.12
上海广西店,"80010983",2023-04-01 00:00:00.000,84857.7
合肥陶然居店,"80020544",2022-04-27 00:00:00.000,84854.12
成都百合花园店,"80014341",2022-04-19 00:00:00.000,84839.34
南通八角亭店,"80044150",2018-04-26 00:00:00.000,84827.49
北京车公庄店,"80037560",2022-07-24 00:00:00.000,84783.59
苏州景山店,"80024162",2018-01-13 00:00:00.000,84743.64
成都培风店,"80014029",2017-01-01 00:00:00.000,84714.5
宿迁沭阳东关口店,"80054219",2020-04-23 00:00:00.000,84707.84
马鞍山康乐路店,"80042011",2017-01-01 00:00:00.000,84699.32
绍兴和泰店,"80068425",2022-03-18 00:00:00.000,84679.74
南昌贤俊店,"80052108",2020-06-20 00:00:00.000,84632.27
北京广渠门店,"80037532",2021-11-01 00:00:00.000,84621.53
合肥福州路店,"80020210",2018-01-12 00:00:00.000,84601.89
武汉德才路店,"80018220",2019-11-01 00:00:00.000,84576.61
